Item	Page_Lines	Para	Text
1028	67.32 - 67.33	(§9.) ARTICLE 42 § 3045.1.(c)(ii)	the implementation of a border carbon adjustment for vulnerable industries and companies; 
1029	67.34 - 67.35	(§9.) ARTICLE 42 § 3045.1.(c)(iii)	the implementation of an output-based carbon pollution fee rebate program for vulnerable industries and companies; 
1030	67.36 - 67.37	(§9.) ARTICLE 42 § 3045.1.(c)(iv)	quantitative methods for designating vulnerable industries or companies, such as energy intensive and trade exposed industries; and 
1031	67.38 - 67.41	(§9.) ARTICLE 42 § 3045.1.(c)(v)	policies for mitigating any impacts to consumers and workers caused by the implementation of policies under this section, including through the use of revenues from a possible border carbon adjustment fee for reducing such impacts. 
1032	67.42 - 67.45	(§9.) ARTICLE 42 § 3045.1.(d)	Not later than one year after the effective date of this article, the authority shall submit the final scoping plan to the governor, the speaker of the assembly and the temporary president of the senate and post such plan on its website. 
1033	67.46 - 67.51	(§9.) ARTICLE 42 § 3045.2.	Not later than two years after the effective date of this article, the authority, after public workshops and consultation with the working group, representatives of regulated entities, and other stakeholders, shall, after no less than two public hearings, promulgate rules and regulations to implement a policy to reduce emissions leakage associated with the implementation of this article. 
1034	67.52 - 67.52	(§9.) ARTICLE 42 § 3045.2.(a)	The regulations promulgated may include: 
1035	67.53 - 67.54	(§9.) ARTICLE 42 § 3045.2.(a)(i)	a border carbon adjustment fee for vulnerable trade exposed energy intensive industries and companies to reduce emissions; 
1036	67.55 - 67.56	(§9.) ARTICLE 42 § 3045.2.(a)(ii)	an output-based carbon pollution fee and rebate program for vulnerable industries and companies; 
1037	68.1 - 68.2	(§9.) ARTICLE 42 § 3045.2.(a)(iii)	quantitative methods for designating vulnerable industries or companies, such as energy intensive and trade exposed industries; and 
1038	68.3 - 68.6	(§9.) ARTICLE 42 § 3045.2.(a)(iv)	policies for mitigating any impacts to consumers and workers caused by the implementation of policies under this section, including through the use of revenues from a possible border carbon adjustment fee for reducing such impacts. 
1039	68.7 - 68.7	(§9.) ARTICLE 42 § 3045.2.(b)	In promulgating these regulations, the authority shall: 
1040	68.8 - 68.10	(§9.) ARTICLE 42 § 3045.2.(b)(i)	design and implement all regulations in a manner that seeks to be equitable, to minimize costs and to maximize the total benefits to New York state; 
1041	68.11 - 68.12	(§9.) ARTICLE 42 § 3045.2.(b)(ii)	ensure that activities undertaken to comply with the regulations do not disproportionately burden disadvantaged communities; and 
1042	68.13 - 68.13	(§9.) ARTICLE 42 § 3045.2.(b)(iii)	minimize emissions leakage. 
1043	68.14 - 68.16	(§9.) ARTICLE 42 § 3045.3.	Any funds collected pursuant to a policy arising from this section shall be appropriated by the authority pursuant to the mandated proportions in section three thousand forty-six of this article. 
1044	68.17 - 68.23	(§9.) ARTICLE 42 § 3046.1.	"Creation of funds within the authority. 1. (a) Within ninety days following the effective date of this article, the commissioner, in coordination with the comptroller, shall establish a fund within the authority to be known as the ""community just transition fund"", consisting of such amounts as may be appropriated or credited to such fund and thirty-three percent of the total amount of fees received under section three thousand forty of this article during such year. "
1045	68.24 - 68.25	(§9.) ARTICLE 42 § 3046.1.(b)	The community just transition fund shall be administered by the authority for the purposes enumerated in this act. 
1046	68.26 - 68.32	(§9.) ARTICLE 42 § 3046.2. (a)	"Within ninety days following the effective date of this article, the commissioner, in coordination with the comptroller, shall establish a fund within the authority to be known as the ""climate jobs and infrastructure fund"", consisting of such amounts as may be appropriated or credited to such fund and thirty percent of the total amount of fees received under section three thousand forty of this article during such year. "
1047	68.33 - 68.34	(§9.) ARTICLE 42 § 3046.2. (a)(b)	The climate jobs and infrastructure fund shall be administered by the authority for the purposes enumerated in this act. 
1048	68.35 - 68.41	(§9.) ARTICLE 42 § 3046.3. (a)	"Within ninety days of the effective date of this article, the commissioner, in coordination with the comptroller, shall establish a fund within the authority to be known as the ""low-income and small business and household energy rebate fund"", consisting of such amounts as may be appropriated or credited to such fund and thirty percent of the total amount of fees received under section three thousand forty of this article during such year. "
1049	68.42 - 68.44	(§9.) ARTICLE 42 § 3046.3. (a)(b)	The low-income and small business and household energy rebate fund shall be administrated by the authority for the purposes enumerated in this act. 
1050	68.45 - 68.49	(§9.) ARTICLE 42 § 3046.4. (a)	"Within ninety days of the effective date of this article, the commissioner, in coordination with the comptroller, shall establish a fund within the authority to be known as the ""worker and community assurance fund"", consisting of such amounts as may be appropriated or credited to such fund as follows: "
1051	68.50 - 68.52	(§9.) ARTICLE 42 § 3046.4. (a)(i)	in the first fiscal year in which any fees under this article are collected, no less than five hundred million dollars shall be transferred to the worker and community assurance fund; and 
1052	68.53 - 68.54	(§9.) ARTICLE 42 § 3046.4. (a)(i)(ii)	seven percent of the total amount of fees received under section three thousand forty during such year. 
1053	68.55 - 68.56	(§9.) ARTICLE 42 § 3046.4. (a)(b)	The worker and community assurance trust shall be administered by the authority for the purposes enumerated in this act. 
1054	69.1 - 69.4	(§9.) ARTICLE 42 § 3046.5.	No proceeds received through the implementation of the fee established under this article shall fund government operations of the state, other than to pay for reasonable administrative costs associated with implementing the climate and community investment act. 
1055	69.5 - 69.7	(§9.) ARTICLE 42 § 3046.6.	No proceeds received through the implementation of the fee established under this article shall fund police, prisons or related infrastructure. 
1056	69.8 - 69.13	(§9.) ARTICLE 42 § 3047.1.	Reporting. 1. No later than three years following the effective date of this article, and every two years thereafter, the authority, in partnership with the New York comptroller, the commissioner of environmental conservation and the New York state energy research and development authority, shall produce a report on the implementation of this article. Such report shall include but not be limited to: 
1057	69.14 - 69.15	(§9.) ARTICLE 42 § 3047.1.(a)	the total annual revenues associated with the implementation of this article; 
1058	69.16 - 69.19	(§9.) ARTICLE 42 § 3047.1.(b)	the effectiveness of the fee established under section three thousand forty of this article to reduce greenhouse gas emissions statewide, including an analysis of reductions by geographic subdivisions of the state; 
1059	69.20 - 69.24	(§9.) ARTICLE 42 § 3047.1.(c)	the amount of estimated emissions leakage that may be occurring in correlation with the implementation of the fee established under section three thousand forty of this article, the effectiveness of any policies that have been implemented to address emissions leakage, and recommendations for improving policies to mitigate emissions leakage; 
1060	69.25 - 69.28	(§9.) ARTICLE 42 § 3047.1.(d)	an overview of social benefits from the fees and other policies established pursuant to this article, including benefits to the economy, environment, and public health, including the health of women, youth and children; 
1061	69.29 - 69.31	(§9.) ARTICLE 42 § 3047.1.(e)	an overview of the distribution of costs and benefits of the policies promulgated under this article, across different communities and sectors of the state economy; 
1062	69.32 - 69.32	(§9.) ARTICLE 42 § 3047.1.(f)	an overview of compliance costs for regulated entities; 
1063	69.33 - 69.34	(§9.) ARTICLE 42 § 3047.1.(g)	an overview of administrative costs for the authority and other state agencies; and 
1064	69.35 - 69.37	(§9.) ARTICLE 42 § 3047.1.(h)	recommendations for future regulatory and policy action, and, in general, pertaining to measures for reducing greenhouse emissions in the state. 
1065	69.38 - 69.40	(§9.) ARTICLE 42 § 3047.2.	Before finalizing the report described in subdivision one of this section, the authority shall ensure that there are meaningful opportunities for public participation, including by: 
